Epoch,Accuracy,Val_accuracy,Loss,Val_loss
0,0.32935917377471924,0.2857142984867096,947.36279296875,1.1117497682571411
1,0.3353204131126404,0.2857142984867096,1.112673282623291,1.1023175716400146
2,0.3517138659954071,0.2857142984867096,1.0981547832489014,1.1117459535598755
3,0.3606557250022888,0.2857142984867096,1.0973145961761475,1.1083745956420898
4,0.342771977186203,0.2857142984867096,1.0992463827133179,1.102777361869812
5,0.3606557250022888,0.2857142984867096,1.0977340936660767,1.1047216653823853
6,0.3606557250022888,0.2857142984867096,1.097786784172058,1.1049292087554932
7,0.3606557250022888,0.2857142984867096,1.0978773832321167,1.1049269437789917
8,0.3606557250022888,0.2857142984867096,1.0977228879928589,1.1060971021652222
9,0.3606557250022888,0.2857142984867096,1.0976433753967285,1.1049656867980957
10,0.3606557250022888,0.2857142984867096,1.0977004766464233,1.103908896446228
11,0.3606557250022888,0.2857142984867096,1.0977964401245117,1.104981541633606
12,0.3606557250022888,0.2857142984867096,1.0978734493255615,1.1041613817214966
13,0.3606557250022888,0.2857142984867096,1.097899317741394,1.1051137447357178
14,0.3606557250022888,0.2857142984867096,1.0979843139648438,1.105141282081604
15,0.3606557250022888,0.2857142984867096,1.0975805521011353,1.10618257522583
16,0.3606557250022888,0.2857142984867096,1.0977957248687744,1.1052988767623901
17,0.3606557250022888,0.2857142984867096,1.0976530313491821,1.104744553565979
18,0.3606557250022888,0.2857142984867096,1.0975061655044556,1.1047261953353882
19,0.3606557250022888,0.2857142984867096,1.0979470014572144,1.1050041913986206
20,0.3606557250022888,0.2857142984867096,1.0976498126983643,1.105237364768982
21,0.3606557250022888,0.2857142984867096,1.0976537466049194,1.1044687032699585
22,0.3606557250022888,0.2857142984867096,1.0976827144622803,1.105513095855713
23,0.3606557250022888,0.2857142984867096,1.0975897312164307,1.104758620262146
24,0.3606557250022888,0.2857142984867096,1.0976165533065796,1.1040730476379395
25,0.3606557250022888,0.2857142984867096,1.0975385904312134,1.1036196947097778
26,0.3606557250022888,0.2857142984867096,1.0976136922836304,1.1051523685455322
27,0.3606557250022888,0.2857142984867096,1.097735047340393,1.1052918434143066
28,0.3606557250022888,0.2857142984867096,1.0975968837738037,1.1053071022033691
29,0.3606557250022888,0.2857142984867096,1.0976873636245728,1.1053351163864136
30,0.3606557250022888,0.2857142984867096,1.0975165367126465,1.1056700944900513
31,0.3606557250022888,0.2857142984867096,1.0975650548934937,1.104753851890564
32,0.3606557250022888,0.2857142984867096,1.0976600646972656,1.1044085025787354
33,0.3606557250022888,0.2857142984867096,1.097354531288147,1.1050199270248413
34,0.3606557250022888,0.2857142984867096,1.097639799118042,1.1048407554626465
35,0.3606557250022888,0.2857142984867096,1.097493290901184,1.1050989627838135
36,0.3606557250022888,0.2857142984867096,1.097337245941162,1.1049245595932007
37,0.3606557250022888,0.2857142984867096,1.097697138786316,1.105285406112671
38,0.3606557250022888,0.2857142984867096,1.0973681211471558,1.1063361167907715
39,0.3606557250022888,0.2857142984867096,1.097433090209961,1.1055761575698853
40,0.3606557250022888,0.2857142984867096,1.097557783126831,1.105330467224121
41,0.3606557250022888,0.2857142984867096,1.0974918603897095,1.105433464050293
42,0.3606557250022888,0.2857142984867096,1.09763503074646,1.1050981283187866
43,0.3606557250022888,0.2857142984867096,1.0974957942962646,1.1055114269256592
44,0.3606557250022888,0.2857142984867096,1.097488522529602,1.1051561832427979
45,0.3606557250022888,0.2857142984867096,1.0974782705307007,1.1048874855041504
46,0.3606557250022888,0.2857142984867096,1.0975207090377808,1.1049022674560547
47,0.3606557250022888,0.2857142984867096,1.0974324941635132,1.1053943634033203
48,0.3606557250022888,0.2857142984867096,1.097532033920288,1.1055352687835693
49,0.3606557250022888,0.2857142984867096,1.0975985527038574,1.1050578355789185
