Epoch,Accuraccy,Val_accuracy,Loss,Val_loss
0,0.5096870064735413,0.3571428656578064,2.387040853500366,1.1699756383895874
1,0.6274217367172241,0.3571428656578064,0.8548848032951355,1.522078514099121
2,0.6870342493057251,0.3571428656578064,0.9144405126571655,1.3038768768310547
3,0.6274217367172241,0.3571428656578064,0.8108922839164734,2.4286770820617676
4,0.6691505312919617,0.3571428656578064,0.9901828765869141,99778.390625
5,0.7421758770942688,0.3571428656578064,0.5783174633979797,2.861922264099121
6,0.7287630438804626,0.2857142984867096,0.6364087462425232,121142.4140625
7,0.7675111889839172,0.3571428656578064,0.543325662612915,2.0957586765289307
8,0.7466468214988708,0.2857142984867096,0.6145232319831848,10.571595191955566
9,0.7675111889839172,0.3571428656578064,0.7341070771217346,25.415048599243164
10,0.816691517829895,0.3571428656578064,0.47873547673225403,93.20310974121094
11,0.7973174452781677,0.3571428656578064,0.5178447961807251,30.750816345214844
12,0.8390461802482605,0.3571428656578064,0.4293878674507141,266.503662109375
13,0.8211624622344971,0.3571428656578064,0.47898247838020325,1513.3203125
14,0.8524590134620667,0.3571428656578064,0.4267265796661377,393.0423278808594
15,0.8450074791908264,0.2857142984867096,0.4246235489845276,46.793853759765625
16,0.8077496290206909,0.2857142984867096,0.4461596608161926,1264.1109619140625
17,0.8390461802482605,0.2857142984867096,0.43242916464805603,1395.543212890625
18,0.8584202527999878,0.2857142984867096,0.3599154055118561,1191.9910888671875
19,0.8435171246528625,0.2857142984867096,0.3804580569267273,445.594970703125
20,0.8599106073379517,0.3571428656578064,0.3493676483631134,6.242879390716553
21,0.8643814921379089,0.2857142984867096,0.34139740467071533,1.340195655822754
22,0.871833086013794,0.3571428656578064,0.3331587612628937,3.505244255065918
23,0.8748137354850769,0.2857142984867096,0.3219761252403259,110.43193054199219
24,0.8852459192276001,0.3571428656578064,0.32533299922943115,8.274581909179688
25,0.8584202527999878,0.2857142984867096,0.3346072733402252,88.42491912841797
26,0.8986586928367615,0.2857142984867096,0.2517181932926178,82.135498046875
27,0.9016393423080444,0.2857142984867096,0.24917468428611755,241.07891845703125
28,0.9001490473747253,0.2857142984867096,0.261189341545105,178.14773559570312
29,0.9046199917793274,0.3154761791229248,0.26923832297325134,37.491485595703125
30,0.8837555646896362,0.2857142984867096,0.2885191738605499,676.6823120117188
31,0.9001490473747253,0.3392857015132904,0.2431432604789734,4.0889153480529785
32,0.9061102867126465,0.3571428656578064,0.22377990186214447,3.423734664916992
33,0.9165424704551697,0.3571428656578064,0.19513116776943207,4.550278663635254
34,0.9180327653884888,0.3571428656578064,0.20991502702236176,3.737996816635132
35,0.9031296372413635,0.369047611951828,0.2555229961872101,4.097835063934326
36,0.9150521755218506,0.3571428656578064,0.2552819550037384,4.049919128417969
37,0.9046199917793274,0.3988095223903656,0.20503662526607513,3.0979106426239014
38,0.9374068379402161,0.3571428656578064,0.17474044859409332,3.9109983444213867
39,0.9314455986022949,0.3571428656578064,0.16973896324634552,4.228352069854736
40,0.9418777823448181,0.3571428656578064,0.16355226933956146,4.849876880645752
41,0.9388971924781799,0.3571428656578064,0.1514381468296051,6.00139856338501
42,0.9463487267494202,0.3571428656578064,0.12406699359416962,5.845611572265625
43,0.9344262480735779,0.3571428656578064,0.16603459417819977,5.598072528839111
44,0.9418777823448181,0.3571428656578064,0.16788701713085175,5.593887805938721
45,0.9463487267494202,0.1785714328289032,0.13904644548892975,2.785802125930786
46,0.9478390216827393,0.2797619104385376,0.13043302297592163,3.932047128677368
47,0.9344262480735779,0.3571428656578064,0.18096742033958435,3.7052862644195557
48,0.9612518548965454,0.3511904776096344,0.09551695734262466,4.33547306060791
49,0.9448584318161011,0.3571428656578064,0.13257348537445068,5.1275529861450195
